transaction_id,amount,transaction_type,merchant_category,customer_age,customer_tenure_months,transactions_last_24h,device_type,location_match,international_transaction,is_fraud
T100444,201.07,UPI,Utility,37,16,23,Web,0,0,0
T100445,353.06,UPI,Travel,57,115,16,Web,1,0,0
T100446,512.25,UPI,Electronics,73,95,17,Android,1,0,1
T100447,167.99,IMPS,Travel,61,119,16,Web,1,0,0
T100448,56.64,NEFT,Travel,18,70,12,iOS,1,0,0
T100449,10.46,Card,Electronics,74,56,3,iOS,0,1,0
T100450,180.15,Card,Travel,47,83,11,Android,0,0,0
T100451,98.08,Card,Food,38,101,14,Android,1,0,0
T100452,66.24,UPI,Food,37,58,18,Android,1,1,0
T100453,284.19,IMPS,Travel,23,4,21,Android,1,0,0
T100454,14.15,UPI,Utility,39,111,21,Android,1,0,0
T100455,81.42,UPI,Electronics,35,4,5,Android,0,0,0
T100456,1.37,Card,Food,25,20,16,Android,1,0,1
T100457,75.88,UPI,Utility,56,10,20,iOS,1,0,0
T100458,6.95,UPI,Travel,49,24,5,Android,1,1,0
T100459,15.18,Card,Utility,50,118,3,Android,1,0,0
T100460,15.0,UPI,Retail,70,99,12,Web,0,0,0
T100461,125.71,Card,Food,33,26,1,Web,1,0,0
T100462,164.47,UPI,Travel,29,37,21,iOS,1,0,0
T100463,105.07,UPI,Electronics,55,102,9,Web,1,0,0
T100464,392.97,UPI,Travel,69,85,9,Android,1,0,0
T100465,56.38,UPI,Electronics,51,54,4,Web,1,0,0
T100466,40.38,Card,Travel,31,104,3,Android,1,0,0
T100467,243.54,UPI,Utility,53,103,17,Android,1,1,0
T100468,30.37,Card,Utility,50,21,2,Android,1,0,0
T100469,396.34,Card,Utility,40,74,24,Android,1,0,0
T100470,1.47,Card,Retail,67,38,1,Android,1,0,0
T100471,420.3,IMPS,Electronics,62,46,8,iOS,1,0,0
T100472,5.29,Card,Utility,19,4,13,iOS,1,0,0
T100473,266.13,UPI,Retail,58,60,23,iOS,1,0,0
T100474,90.02,UPI,Electronics,38,57,15,Android,1,0,1
T100475,594.82,UPI,Travel,19,45,8,Web,1,0,0
T100476,9.2,Card,Retail,44,20,12,iOS,1,0,0
T100477,96.85,UPI,Food,74,17,22,Android,1,0,0
T100478,418.03,Card,Retail,26,119,12,iOS,0,1,1
T100479,88.85,Card,Retail,18,71,14,Android,1,0,0
T100480,119.12,UPI,Electronics,28,4,15,Android,0,0,0
T100481,142.79,NEFT,Travel,20,93,15,Web,1,0,1
T100482,72.74,UPI,Food,69,14,9,Android,0,0,0
T100483,118.52,UPI,Utility,40,3,19,Android,1,0,0
T100484,105.34,Card,Utility,43,88,20,Web,1,0,0
T100485,277.71,Card,Retail,21,101,22,iOS,1,0,0
T100486,5.58,Card,Electronics,35,80,8,Android,1,0,0
T100487,39.58,UPI,Electronics,72,58,21,Android,1,0,1
T100488,360.48,UPI,Utility,23,55,19,Android,1,0,0
T100489,265.16,NEFT,Food,52,116,6,iOS,1,0,0
T100490,72.98,NEFT,Travel,39,4,20,Android,0,0,1
T100491,116.15,Card,Food,60,24,19,Android,1,0,0
T100492,38.98,UPI,Travel,32,34,4,Web,0,0,0
T100493,25.01,Card,Utility,39,30,23,Android,1,0,0
T100494,74.77,UPI,Travel,54,82,7,Android,1,0,0
T100495,52.31,UPI,Electronics,69,19,4,Android,1,0,0
T100496,105.15,IMPS,Retail,59,31,22,iOS,1,0,0
T100497,9.71,UPI,Retail,29,60,12,Android,1,0,0
T100498,439.8,IMPS,Utility,64,60,13,Android,0,1,0
T100499,514.06,UPI,Electronics,66,19,3,Web,1,0,1
